headline,url,content,source,label
Native Americans had dice 12k years ago,https://www.nbcnews.com/science/science-news/native-americans-dice-games-probability-study-rcna266426,,HackerNews,REAL
A truck driver spent 20 years making a scale model of every building in NYC,https://www.smithsonianmag.com/smart-news/a-truck-drive-spent-20-years-making-this-astonishing-scale-model-of-every-single-building-in-new-york-city-180988443/,,HackerNews,REAL
21 Things Under ₹500 That You Should Gift Yourself Before 2021 Ends,https://www.buzzfeed.com/shreyamali/treat-yourself-for-making-it-to-the-end-of-2021?origin=hshp,,BuzzFeed,FAKE
AI vs Local | Best Indian Chinese,https://www.buzzfeed.com/watch/video/244607,,BuzzFeed,FAKE
Xilem – An experimental Rust native UI framework,https://github.com/linebender/xilem,,HackerNews,REAL
These 15 Brutal City Roasts By ChatGPT Are The Funniest Thing You’ll Read Today,https://www.buzzfeed.com/arsheenkaur44/15-cities-got-roasted-by-chatgpt-and-i-threw-in-some-heat,,BuzzFeed,FAKE
These Designers Are Making Items Out Of Things You’d Never Expect,https://www.buzzfeed.com/arsheenkaur44/these-fashion-brands-proved-that-made-from-what-is-a-legit,,BuzzFeed,FAKE
"We're Closer To 2050 Than 2000, And Here Are 61 Moments In Pop Culture The Defined The Past 25 Years",https://www.buzzfeed.com/tanishtha_kotian/here-are-61-moments-from-the-last-25-years,,BuzzFeed,FAKE
"Indian migrant workers hit by cooking gas shortages are leaving cities
Migrant workers say they are struggling to access cooking gas cylinders as the Iran war squeezes supplies.
8 hrs ago
World",https://www.bbc.com/news/articles/c20d10980e9o,"Every morning, Shakuntala Devi and Shakiba Bibi - neighbours at a slum in India's capital Delhi - leave their homes, walking from one shop to another in search of a cooking gas cylinder. For three weeks now, they have returned empty handed. ""If it continues like this for a few more days, we will run out of gas in our kitchens and have to return to our villages,"" Shakuntala says. Shakuntala, Shakiba and many of their neighbours who join them in the cylinder hunt work as domestic helpers in middle-class neighbourhoods near the slum, earning around 15,000 rupees (£122; $161) a month. Their families migrated to Delhi from villages in neighbouring Uttar Pradesh and eastern Bihar state over the past decade. The disruption to global shipments caused by the war in the Middle East has strained cooking gas supplies in India. Many people are finding it difficult to access Liquefied Petroleum Gas (LPG) cylinders, the most widely used cooking fuel in the country. India depends heavily on LPG imports, much of which reach the country through the Strait of Hormuz, a narrow, critical shipping route affected by the conflict. While Iran is now allowing Indian vessels to pass, the situation is still uncertain and several ships are waiting near the strait to get through. The government says there is no shortage of LPG, that it is ramping up domestic production and securing more supplies from countries including the US, Russia and Australia. It has also asked people to stop ""panic ordering"" of gas cylinders. But migrant workers in big cities, many of whom depend on informal networks to buy cooking gas, say they are worried. The BBC spoke to nearly 30 migrant workers in Delhi who said they would have to return to their villages if the situation did not improve. News reports and visuals of crowded railway stations and bus terminals suggest the situation is similar in cities such as Mumbai, Bengaluru, Chennai and Hyderabad, where large numbers of migrant workers live and work. In some areas, shutdowns in industries such as textiles, jewellery and ceramics have also forced workers to return home. People who have left say they are watching the situation closely to decide when they can return. ""There was no cooking gas available. Even local restaurants were shut. I was struggling to eat two meals a day, so I had to return home,"" Ashok Yadav told the BBC over the phone from his village in Uttar Pradesh's Ayodhya town. He had worked in a catering firm in Delhi. Last month, the government asked refineries to prioritise gas distribution for households over businesses. This forced many small restaurants to trim their menus or temporarily shut down as they could not afford commercial gas cylinders. The shortage is also pushing some towards more polluting fuels such as firewood, kerosene and coal. Sushila Devi, who runs a small tea shop in a bustling market in Delhi, says she has been using firewood for both her shop and home. ""I have not been able to get a gas cylinder for nearly four weeks,"" she says. ""The price of firewood is rising quickly, and it is not a long-term option anyway. If the gas shortage continues, I will have to return to my village [in Uttar Pradesh]."" Her neighbour Pushpa Devi says that at least they ""will not starve"" in their villages as they can share meals with relatives. Experts say that the situation is ""manageable"" right now. ""But if this [reverse migration] continues, it will have [a] significant impact, especially on micro, small and medium enterprises, particularly in labour-intensive sectors such as construction, textiles and manufacturing,"" says Arvind Goel, co-chairman of the industrial relations committee of the Confederation of Indian Industry. According to India's last census held in 2011, the country had 54 million inter-state migrants, but analysts say the actual number is much higher and would have increased manifold in the years since then. The latest census, much delayed, kicked off last week. For many of these workers, access to cooking gas was already complicated. To obtain LPG cylinders legally in India, households and businesses must register for a connection using identity and address documents, and book cylinders in advance through authorised distributors. But migrants who work in the informal sector often do not have the right documents in the cities they live in. ""Migrant workers relocate frequently and cannot keep updating documents. Some landlords also refuse to provide proof of address, so getting formal documents in the cities where they migrate often becomes difficult,"" says Rajesh Kumar, a trade unionist in Delhi. Many of these workers rely on informal, often unregulated centres that sell and refill cylinders smaller than the standard 14.2kg size. But since the war began, many of these centres have shut down, while others are charging nearly four times the usual price - around 3,500 rupees for regular household cylinders and more than 1,600 rupees for refilling the smaller ones. ""Most migrant workers with meagre earnings can't afford to pay so much,"" says Rajesh Kumar. Limited alternatives add to the difficulties. Cooking with firewood or coal is unsafe in cramped rooms in slums. Shared electricity connections in such houses cannot support cheaper electric stoves, and safer models are too expensive. For some, the uncertainty has already forced hard decisions. Ramnaresh Yadav sold his autorickshaw two weeks ago before returning to his village near Bihar's Chhapra town. ""I was already struggling to feed my family on my earnings. Then this gas shortage happened. If things don't improve, I may have to enrol my children in the village school,"" he told the BBC over the phone. Others are hopeful the situation will improve. Brij Kumar, a cart-puller in Delhi who recently returned to his village near Deoghar in Jharkhand state, says he expects things to get better once the conflict ends. ""But until then, life will be stressful, especially for people like us."" Follow BBC News India on Instagram, YouTube, Twitter and Facebook.",BBC,REAL
Lunar Flyby,https://www.nasa.gov/gallery/lunar-flyby/,,HackerNews,REAL
"21 Kitchen Appliances That Were A Hit Amongst BuzzFeed India Readers In 2021
We really leaned into make our kitchens more efficient this year.",https://www.buzzfeed.com/shivaniagrawal/best-selling-kitchen-appliances-2021?origin=hshp,,BuzzFeed,FAKE
Running out of disk space in production,https://alt-romes.github.io/posts/2026-04-01-running-out-of-disk-space-on-launch.html,,HackerNews,REAL
LLM scraper bots are overloading acme.com's HTTPS server,http://acme.com/updates/archive/229.html,,HackerNews,REAL
Slightly safer vibecoding by adopting old hacker habits,http://addxorrol.blogspot.com/2026/03/slightly-safer-vibecoding-by-adopting.html,,HackerNews,REAL
Your Superhero Choices Will Expose What Kind Of Evil Villainous Origin Story You'll Have,https://www.buzzfeed.com/tanishtha_kotian/pick-your-superheroes-and-well-reveal-your-villain-backstory,,BuzzFeed,FAKE
"I Was Getting Tired Of Modern Dating, And Then 'Materialists' Came Out And Made Me Feel Again",https://www.buzzfeed.com/tanishtha_kotian/materialists-and-modern-dating,,BuzzFeed,FAKE
"8
The US refinery now processing Venezuelan oil",https://www.bbc.com/news/articles/cx24n8eqzgyo,"The Minerva Gloria is docked at a wharf in the Mississippi Sound, not far from the US's vast oil reserves in the Gulf of Mexico. The ship, 820ft (250m) long, painted navy and burgundy, is carrying precious cargo from Venezuela that, just six months ago, would have been impossible to bring to the US - 400,000 barrels of crude oil. Venezuela has the world's largest oil reserves. Under Venezuela's former president Nicholas Maduro oil exports had dropped significantly, due to a lack of investment. Then came US sanctions against any imports from the Latin American country. But US President Donald Trump vowed to tap those reserves after the US military captured Maduro in a surprise, night-time raid in January. Now the oil is flowing again in Venezuela. In March, the country's monthly crude exports surpassed one million barrels per day. The first time since September. As the world reels from the impact on global energy prices caused by Iran blocking the Strait of Hormuz, big oil and gas companies like Chevron are now importing Venezuelan crude oil by the shipload. ""It's a big deal not only for Chevron but the entire Gulf region,"" says Tim Potter. He is the director for Chevron's oil refinery in Pascagoula, Mississippi, the company's largest operation in the US. It is also the only major US oil company currently operating in Venezuela. Together this means that Chevron can extract its own Venezuelan oil, process it itself, and get it directly to the US consumer. ""It's a pretty big incentive for us to run it,"" Potter says. ""The refinery was really designed, and we invested in the refinery, to run heavy oils like from Venezuela."" Venezuelan crude oil is relatively cheap to buy because it is much more difficult to process. It is very heavy, thick, dark and high in sulfur, often called a sour oil. It is used to make diesel, gasoline (petrol), jet fuel and other products. Chevron now imports the equivalent of 250,000 barrels of Venezuelan crude oil per day, on average, says Andy Walz, president of downstream, midstream and chemicals at Chevron. ""We think we can take that up another 50% so call it somewhere around 350,000 to 400,000 barrels a day of just the Chevron share of our position in Venezuela."" What Walz means by the US's ""position in Venezuela"" is that while Chevron is the only US company that has extracting capabilities in the country, others are buying Venezuelan oil from domestic producers. Chevron is also not the only player when it comes to oil refining in the US. There are 132 refineries in the US that run on a mix of crude oils. And nearly 70% of US refining capacity runs most efficiently with heavier crude. The US imports very little oil from the Middle East, roughly 8% in 2025. The increase in imports from Venezuela means there is more oil available, which should translate to cheaper gasoline prices for US drivers. ""The United States imports almost no oil through the Hormuz Strait, and won't be taking any in the future, we don't need it,"" said US President Donald Trump in his primetime address last week. But just a few miles from the Chevron refinery, at a Chevron fuel station, prices at the pumps continue to increase. ""I hate it,"" says David McQueen, retired Vietnam veteran who depends on social security for his livelihood. ""The price has got to go down because I'm going down with it."" When asked why he still pays so much to fill up his car despite being surrounded by the US's vast oil reserves, McQueen believes the government is sitting on it ""to keep the prices up."" He adds: ""We've got plenty of gas."" One pump over, Donna fills her tank with $30 (£23) worth of fuel. ""I'm driving less and spending less on other things."" Her grandchildren live a few hours away, but she doesn't see them as often because it has become too costly. ""You gotta do what you gotta do."" The average price for a gallon of gasoline in this part of Mississippi is still cheaper than the national average, according to the American Automobile Association motoring organization. Before the war in Iran, gas was almost $1 cheaper. In that same evening address, President Trump extolled the US's oil producing capabilities. ""We are the number one producer of oil and gas on the planet, not to mention the millions of barrels we are getting from Venezuela."" But access to those vast oil reserves hasn't yet meant lower prices for Americans. That's because the US is just as susceptible to global oil market fluctuations as other countries. ""While we're able to still get crude available here to this refinery because of our relatively local supply, the overall pricing of that crude has gone up because it's based off of world markets,"" says Potter. But Chevron believes its bet on Venezuelan crude will end up benefitting consumers. The Iran war is just currently masking the gains. ""When things do get back to normal, that additional supply out of Venezuela will actually translate to lower prices for Americans. So it will in the future, but it isn't having an impact now,"" says Walz.",BBC,REAL
Christopher Nolan Just Announced His Cast For The Odyssey And I'm Literally Having A Film Geek Meltdown Right Now,https://www.buzzfeed.com/arsheenkaur44/christopher-nolans-the-odyssey-has-a-wildly-stacked-cast,,BuzzFeed,FAKE
Video: Employee Starts Massive Fire At California Toilet Paper Warehouse,https://www.ndtv.com/world-news/kimberly-clark-fire-us-toilet-paper-warehouse-destroyed-in-massive-fire-started-by-employee-11326728,,NDTV,REAL
"Iran ceasefire deal a partial win for Trump - but at a high cost
The path to the two-week ceasefire with Iran may have fundamentally altered the way the rest of the world views the US.",https://www.bbc.com/news/articles/cwyvp55xrlro,"In the end, cooler heads prevailed – at least for now. At 18:32 Washington time, President Donald Trump posted on his social media website that the US and Iran were ""very far along"" with a ""definitive"" peace agreement and that he had agreed to a two-week ceasefire to allow negotiations to proceed. It wasn't exactly the last minute, but with Trump's looming 20:00 EDT (00:00 GMT on Wednesday) deadline to reach a deal or the US would launch massive strikes against Iranian energy and transportation infrastructure, it came pretty close. All of this is contingent on Iran also suspending hostilities and fully opening the Strait of Hormuz to commercial shipping traffic, which the regime says it will do, while insisting it still exerts ""dominion"" over the waterway. The deal allowed Trump to extricate himself from what was shaping up to be a treacherous choice – either escalating with his promise that a ""whole civilisation will die tonight"" or backing down and undermining his credibility. The US president may have only bought himself a temporary reprieve, however. The US and Iranians now will engage in negotiations over the next two weeks, buying some time to try to reach a permanent settlement. It is likely to be a bumpy ride, but in after-hours trading, the price of a barrel of oil dropped below the $100 mark for the first time in days and US stock futures soared. There appears to be a sense of optimism that the worst is over. Even this kind of progress was far from certain as recently as Tuesday morning, when Trump threatened the death of Iranian civilisation, ""never to be brought back again"". Whether such a jaw-dropping threat from an American president pressured Iran to agree to the kind of ceasefire they had previously rejected is uncertain. What is clear is that Trump's astounding, inflammatory declaration – just two days after a similar obscenity-laced Truth Social demand – is unlike anything a modern US president has ever levelled or hinted at. And even if the two-week ceasefire does result in a permanent peace, the Iran war – and Trump's recent words – may have fundamentally altered the way the rest of the world views the US. A nation that once styled itself as a force for stability around the globe is now shaking the foundations of the international order. A president who has seemingly relished shattering norms and traditions in domestic politics is now doing the same on the world stage. Democrats were quick to condemn Trump's words on Tuesday, with some going so far as to call for his removal. ""It is clear that the president has continued to decline and is not fit to lead,"" wrote Congressman Joaquin Castro on X. Chuck Schumer, the top Democrat in the US Senate, said any Republican who did not join in voting to end the Iran war ""owns every consequence of whatever the hell this is"". While many in Trump's own party stood by their president, it was far from the near-universal support he often enjoys. Austin Scott, Republican congressman from Georgia and senior member of the House Armed Services Committee, strongly criticised Trump's threats about a civilisation dying. ""The president's comments are counter-productive,"" he told the BBC, ""and I do not agree with them."" Wisconsin Senator Ron Johnson, usually a Trump loyalist, said it would be a ""huge mistake"" if Trump followed through with his bombing campaign. Congressman Nathaniel Moran of Texas wrote on social media that he did not support ""the destruction of a 'whole civilisation'"". ""This is not who we are,"" he wrote, ""and it is not consistent with the principles that have long guided America."" Senator Lisa Murkowski of Alaska, who has frequently broken with the president, was equally direct, writing that the president's threat ""cannot be excused away as an attempt to gain leverage in negotiations with Iran"". The White House is likely to counter that the leverage worked, however. And for a president who has faced declining poll numbers, a growing number of critics within his own party and an economy that is struggling over higher energy prices, any off-ramp in the conflict is likely to come as a relief. In his Truth Social post announcing the ceasefire, Trump said that the US had ""met and exceeded"" all its military objectives. Iran's military has been significantly degraded. Although its Islamic fundamentalist regime is still in power, many of its top leaders have been killed in bombing strikes. At the moment, however, many of the stated American objectives are still in doubt. The disposition of Iran's enriched uranium – the foundation of its nuclear weapons programme – is unknown. The nation still has influence over regional proxies, such as the Houthi rebels in Yemen. And even if Iran does fully open Hormuz – without conditioning passage on tolls or other payments – its ability to control the key geopolitical chokepoint is more clear now than ever. In a statement after Trump's ceasefire message, Iranian foreign minister Seyed Abbas Araghchi said that Iran would halt its ""defensive operations"" and allow safe passage through the Hormuz ""via coordination with Iran's armed forces"". He added that the US had accepted the ""general framework"" of the Iranian 10-point plan. That plan includes the US withdrawing its military forces from the region, lifting economic sanctions on Iran, paying compensation for war damages and allowing Iran to maintain control over Hormuz. It is hard to imagine Trump actually agreeing to any of those conditions – a sign that the next two weeks of negotiations could be treacherous. For the moment, however, this is a partial political victory for Trump. He made a dramatic threat and achieved the desired result. But the ceasefire is a reprieve, not a permanent settlement. The long-term cost of the president's words and actions, and of the war overall, has yet to be fully assessed.",BBC,REAL
Google open-sources experimental agent orchestration testbed Scion,https://www.infoq.com/news/2026/04/google-agent-testbed-scion/,,HackerNews,REAL
"Fake Australian, Chinese and Brazilian police stations: BBC goes inside a seized scam compound
Almost nothing was known about the Royal Hill casino until the Thai military took control of it in December.
1 day ago
Asia",https://www.bbc.com/news/articles/cjenpy8gx71o,"Wandering down the unlit corridors of a six-storey building behind the Royal Hill casino, each door opens onto a different world. In one there is a perfect replica of a Vietnamese bank. In another, you're in an Australian police station. A Chinese police officer's shirt hangs in one corner. Motivational messages have been painted on the walls. ""Money Coming From Everywhere"", read the Chinese characters on one sign. Discarded fake hundred dollar bills are lying all over the floor. This was a massive scam compound, just inside Cambodia in a border town called O Smach. Thousands of people from different countries worked here, under a harsh regime which strictly regimented their lives, defrauding thousands of others across the world of their savings. In December Royal Hill was bombed by the Thai air force during the brief border war between the two countries – the Thais say Cambodian drones were being launched from the casino. The workers fled, leaving behind uneaten bowls of noodles, half-drunk cans of coke and a pungent smell. Today, Royal Hill is empty, aside from the Thai soldiers occupying it. The windows have been shattered by the bombardment, and in places gaping holes have been blown through the walls and roof, coating everything with dust. The Thai military brought us there because they said they wanted the world to see just how big the scam industry had become in Cambodia. We need international help in shutting this scourge down, they told us; but it also serves as a secondary justification for the Thai air attacks on Cambodian targets in December. The Cambodian government has protested against the Thai occupation of its territory, but the Thais argue that under their ceasefire both sides have agreed to keep their forces where they were when the fighting stopped. What is remarkable about Royal Hill is not just its size, but the fact that almost nothing was known about it until the Thais took control of it. The O Smach Casino, a complex across the road, has featured in news reports about fleeing scam workers complaining of abuses. Its owner, Ly Yong Phat, is one of Cambodia's most famous tycoons, known for his close relationship with the ruling Hun clan, headed by former prime minister Hun Sen. Ly Yong Phat has been sanctioned by the US and other countries for his alleged role in human trafficking and online fraud. But Royal Hill's owner Lim Heng keeps a much lower profile. He has never featured on international sanctions lists, although like Ly Yong Phat he has also been awarded the prestigious title of Neak Oknha by Hun Sen - for which he would have been required to donate at least $500,000 (£300,000) - making him part of a Cambodian elite of just a few hundred. The only somewhat unusual thing that is known about him is his habit of paying respect to the cremation site of the notorious Khmer Rouge leader Pol Pot, which lies close to another of his casinos on the northern border with Thailand. Most of Cambodia's tycoons got rich by acquiring huge parcels of land in the years after the end of the Cambodian civil war in 1991 through their ties to the ruling family. At first they made money from illegal logging and plantations, later benefitting from a speculative property boom in the cities fuelled by Chinese investors. But in border regions like O Smach casinos were the most profitable business, taking advantage of gambling bans in neighbouring countries like Thailand and China. The Cambodian government has issued around 200 casino licences over the past three decades. These attracted Chinese crime syndicates, who also ran lucrative online gambling businesses from the casinos. But in 2019, under pressure from China, Hun Sen banned online gambling. That was followed by the Covid pandemic, which stopped cross-border travel. So, the syndicates switched to online fraud instead, luring young workers from around the world with attractive salary offers. Some knew they would be carrying out scams. Others believed they would be doing clerical work or computer programming. Few realised until they got to the compounds how harsh the conditions would be. At Royal Hill we saw documents in Chinese, recovered from the rubble, detailing the punishments for failing to meet targets. Failure to get a ""lead"" – to start building an online relationship with a victim – by the end of a day got five strokes of the cane. A worker who failed to get any leads after three days received a minimum of 10 strokes. Casual conversation with colleagues, or a failure to share intimate personal items like photos to build trust with victims, resulted in similar punishment. ""Some people were electrocuted. Some were put into the black room. They have a room called The Black Room where terrible torture went on,"" said Wilson, a young Ugandan man who was recruited to work in Royal Hill in August. He says he was told he would be doing a digital marketing job in Malaysia. We spoke to him from the Cambodian capital Phnom Penh, where he is now being sheltered by a charity and trying to find a way to get back to Uganda. He described being forced to work 15 or 16 hours a day, following scripts laid out by their Chinese bosses, and using AI to transform their voices and appearance. ""You are supposed to portray the character of a woman, who is 37 years old, rich, and who wants a husband. You chat to these older Americans with the intention of making them think you have fallen in love with them. So, in the script, there's a point where you break them emotionally. You build trust, and then later on you can lure them into buying the products."" He says they were forced to keep working, even during the Thai bombardment. ""Every time we would hear a bomb - the building would sometimes shake – we would run out. We were scared. But then we had to come back in and work again."" We saw documents outlining similar scam scenarios, in multiple languages, to build trust with the victims and reassure them about prospective ""investments"". There were also rules listed for all the employees. There was a range of fines for lateness. Workers needed to ask permission to use the toilet, and we saw a sheet of paper titled ""Employee Outing Registration Form"", recording every toilet break taken by each worker on the days before the Thai attack, even recording how much time they took in the bathroom. Then there were the scams themselves. Next to a replica Brazilian police station, rows of booths lined with sound-proof foam had been built. On the desks were hand-written notes in Portuguese, reminding the scammers of the tips they were to use to win over their targets. There was a fake but convincing summons from the São Paulo police apparently charging one individual with money-laundering, typically used to scare victims into transferring funds or information about bank accounts. For years the Cambodian government ignored the growing international concern over the scam industry and the crimes linked to it. The 2025 US State Department Report on human trafficking accused the government of failing to make significant efforts to eliminate it, never arresting or prosecuting a suspected scam compound operator or owner. When the US imposed sanctions on Ly Yong Phat in September 2024 over his links to scams and forced labour, the ruling Cambodian People's Party, in which the tycoon is a senior figure, demanded that they be withdrawn, accusing the US of violating Cambodian sovereignty. But this year the government abruptly changed tack, after sustained pressure from the US, China and other countries to act against the scams. Police teams have raided dozens of suspected scam compounds, and Prime Minister Hun Manet announced that the industry would be completely shut down by the end of April, saying it was destroying Cambodia's economy and reputation. The most dramatic move was the arrest and extradition to China in January this year of Chen Zhi, a young Chinese entrepreneur whom the US and UK sanctioned last year, accusing him of running a huge network of companies funded by extensive fraud. Chen Zhi had bought Cambodian citizenship and risen to become one of the most influential figures in the country, as a personal adviser to Hun Sen. His Prince Group owned a national bank, an airline and extensive property developments. For years he had seemed untouchable. Yet following his arrest, video was published of him being dragged, hooded and handcuffed, off the plane that had whisked him away to China, where he now awaits trial on charges of operating a cross-border gambling and fraud syndicate. His humiliating treatment sent a signal that high-profile figures in the scam industry might be sacrificed to save Cambodia's reputation. The authorities followed that with the recent extradition of Li Xiong, chairman of Huione Pay, an online payment system accused of laundering the profits from scam compounds. Many of the scam compounds now lie empty. The police say more than 10,000 foreign workers have been repatriated. Others, like Wilson, are still trying to find a way home. However, there are good reasons for scepticism over the government's claim that this marks the end of the scams in Cambodia. Raiding scam compounds has been described as playing whack-a-mole. It is all too easy to move the workers to new, lower-profile compounds, and many thousands are believed to have chosen to stay in Cambodia. And apart from Chen Zhi, none of the tycoons accused of hosting the compounds behind their casinos has yet been touched. Ly Yong Phat, Try Pheap and Kok An are all wealthy and powerful figures who have been sanctioned overseas, yet continue to live comfortably in Cambodia. In a supreme irony, as senators Ly Young Phat and Kok An took part in voting for a new law, which the Cambodian government says will harshly punish those involved in scamming. As for Lim Heng, the tycoon who built Royal Hill – until the Thai army moved over the border and captured his casino, his name had never figured anywhere in all the reporting and investigations of the scam business.",BBC,REAL
Protect Your Shed,https://dylanbutler.dev/blog/protect-your-shed/,,HackerNews,REAL
"Chilean woman accused of Pinochet-era kidnaps loses extradition battle
Adriana Rivas moved from Chile to Australia in the 1970s, working there as a nanny and cleaner.
17 hrs ago
World",https://www.bbc.com/news/articles/c8r40d4xdngo,"A 72-year-old Chilean woman suspected of having kidnapped and tortured dissidents during the military rule of Gen Augusto Pinochet has lost her lengthy legal battle against being extradited from Australia. Adriana Rivas moved to Australia in 1978, where she worked as a nanny and a cleaner in the Sydney's Bondi suburb. Chile requested her extradition 12 years ago, alleging that before she emigrated to Australia she had been involved in the disappearance of seven people, which she denies. More than 40,000 people were politically persecuted and some 3,000 were killed during the Pinochet era, which lasted from 1973 to 1990. Rivas was first arrested during a visit to her home country in 2006 but returned to Australia while on bail. Chile filed an extradition request in 2014 and, on Monday, a federal judge dismissed her lawyers' arguments that the request was legally flawed. Rivas could try to appeal against the decision at the full federal court, Australian media reports, but it is unclear whether the grounds for such an appeal would be met. A lawyer representing the relatives of the victims of the Pinochet regime said the families were ""truly, truly delighted"" by Monday's ruling. Barring another appeal, Rivas will be sent back to her home country to stand trial on charges of aggravated kidnapping. Rivas was the personal secretary for Chile's infamous secret police chief Manuel Contreras from 1973 to 1976. Rights activists have long alleged that she was personally involved in the kidnapping and torture of dissidents. They say that she became an active agent for the National Intelligence Directorate (Dina), the secret police force founded by Pinochet to hunt down his political opponents after he seized power in a military coup in September 1973. Dina agents abducted, tortured, killed and forcibly disappeared thousands of people before the agency was replaced by the equally brutal CNI, an army intelligence battalion. Rivas described her years at the Dina as ""the best of my life"" in a 2013 interview with Australian broadcaster SBS, but denied any wrongdoing. Asked about the torture carried out by Dina agents, she said that ""they had to break the people – it has happened all over the world, not only in Chile"". Chilean prosecutors accuse Rivas of having participated in the 1976 forced disappearance of the secretary-general of Chile's Communist Party, Víctor Díaz, and six other Communist Party members. The youngest of the seven was 29-year-old Reinalda del Carmen Pereira Plaza, who was pregnant at the time. All seven Communist Party members are assumed to have been killed in detention. Rivas ""took part in the detention... of the victims while she served as guard and in other operative roles"", according to documents supplied by Chile to request her extradition. Witnesses alleged in interviews given to documentary filmmaker Lissette Orozco that she was one of Dina's ""most brutal torturers"" who played a key role in the elite Lautaro Brigade, which was tasked with killing the leadership of Chile's underground Communist Party. Rivas has denied taking part in any torture sessions. Orozco, who is Rivas' niece, spent five years making a documentary about her aunt, which was screened at the 2017 Berlin Film Festival.",BBC,REAL
"Anna Wintour's Legacy Was Style And Strategy. Now That She's Out, Let's Look At Both",https://www.buzzfeed.com/arsheenkaur44/anna-wintour-just-stepped-down-lets-talk-about-the-power,,BuzzFeed,FAKE
11 Wholesome Behind-The-Scene Facts About 'Panchayat' We Bet You Didn't Know,https://www.buzzfeed.com/arsheenkaur44/11-wholesome-behind-the-scene-facts-about-panchayat-we-bet,,BuzzFeed,FAKE
"WHO suspends Gaza medical evacuations after contractor killed by Israeli troops
Israel's military says troops fired at a vehicle driven by the Palestinian because they believed it posed ""an immediate threat"".
16 hrs ago
Middle East",https://www.bbc.com/news/articles/c4g8pzpw2g2o,"The World Health Organization has suspended medical evacuations from Gaza to Egypt via the Rafah crossing after a contractor was killed by Israeli troops on Monday. WHO chief Tedros Adhanom Ghebreyesus said the contractor – named locally as Majdi Aslan, 54 – was killed in a ""security incident"" and that two staff were present but not injured. He gave no further details. Gaza's Hamas-run health ministry said the contractor was driving a WHO-rented vehicle in southern Gaza when it was targeted by Israeli forces. Israel's military said its troops ""identified an unmarked vehicle approaching them and the Yellow Line, posing an immediate threat"", referring to the line marking Israeli-held territory. ""In response, the troops fired warning shots. The vehicle continued to accelerate toward the troops, who then responded with additional fire that hit the vehicle,"" it added. ""The incident is under review."" Tedros said the WHO had suspended medical evacuations of sick and wounded Palestinians from Gaza via Rafah to Egypt until further notice. ""We call for the protection of civilians and humanitarian workers,"" he added. Hanan Balkhy, the WHO's regional director, described the killing of the contractor as ""a devastating loss"" and warned that the suspension of medical evacuations was ""cutting off a critical pathway to care for patients"". At al-Aqsa hospital in central Gaza, a colleague of Majdi Aslan told reporters the vehicle he was driving was clearly marked with the WHO's logo on all sides, and that it had been at the front of a co-ordinated convoy transporting patients to the Rafah crossing when it came under fire from an Israeli tank. ""The tank came out directly and targeted the driver so that he would stop. There were three people in the vehicle; the driver is the one who paid the price for the situation we are living in,"" Raed Aslan said. ""What ceasefire is this? Every day we have someone killed."" A medic at the hospital, Dr Fathi al-Lulu, said Majdi Aslan had been targeted while ""co-ordinating the transfer of patients from the Gaza Strip to the Egyptian side"". The Rafah crossing was reopened for the limited movement of people in both directions in early February as part of October's ceasefire deal between Israel and Hamas, having been largely closed since the Gazan side was captured by Israeli forces in May 2024. Israeli authorities shut the crossing on 28 February following the start of the US-Israeli war with Iran, but it reopened again after 20 days. Israeli military body Cogat says approximately 1,150 people have left Gaza via the crossing over the past two months and that the same number have entered Gaza. More than 18,000 Palestinian patients are waiting to leave Gaza for treatment, according to local hospitals and the WHO. Israel and Hamas have accused each other of repeatedly violating the ceasefire which they agreed almost six months ago. At least 733 Palestinians have been killed in Gaza since a ceasefire between Israel and Hamas began on 10 October, according to the territory's health ministry. The Israeli military has said five of its soldiers have been killed in attacks by Palestinian groups over the same period.",BBC,REAL
